,clean_text,sentiment
14605,buckle harga ribu waktu datang kondisi sudah banyak lecet dan baretnya seller cuma mengatakan kalau besi memang gitu nanti juga akan lecet karena pemakaian fungsi deploynya juga suka ngadat sangat kecewa dengan kualitas yang tidak sebanding dengan harganya ,negative
14606,barang bagus pengiriman cepat thanks,positive
14607,saya senang produknya dipaketkan dengan rapi dan tidak ada cacat,positive
14608,trima kasihhhh ,positive
14609,terimakasih gan barang sudah diterima dengan baik amp rapih sukses selalu untuk anda amp toko onlinenya ,positive
14610,ketiga x nya suami saya order di straps trima kasih ,positive
14611,nice gan keren produknya maju terus yaaaa,positive
14612,sesuai dengan foto baguss suka banget dapet bonus kalung terima kasih elle ,positive
14613,barang bagus sesuai packing rapi ini ga dpt free blangket sesuai promo ya ,positive
14614,sesuai dengan informasi tertulis dari tokopedia bahkan mendapat surprise karena diberi hadiah selimut elle yang bagus dan tidak ada info sebelumnya sukses selalu untuk tokopedia dan jangan pernah berhenti untuk ber inovasi bravo,positive
14615,jamnya baguus original dapet diskon plus gift selimut suka pokoknya puas,positive
14616,murah bagus dan cepat sampainya,positive
14617,bagus dan kemasan nya rapi,positive
14618,jamnya cantik terima kasih ,positive
14619,adminnya sabarrrr rekomen seller,positive
14620,barang bagus sesuai deskripsi packing nya ok ada bonus selimut dan kalung,positive
14621,terima kasih produk sudah saya terima dg baik dapat bonus selimut jg recommended ,positive
14622,terimakasih untuk bonus selimutnya ,positive
14623,barang bagus dapet hadiah lagi mantap ,positive
14624,barang cepat sampai produk ok makasih bonus nya ya kk,positive
14625,respon lama seller tdk komunikatif ,negative
14626,mantabb respon seller baik packing amp produk ok dapet bonus pula tks,positive
14627,pengiriman cepat barang ok trims elle ditungu hadiah selimutnya ya,positive
14628,ori dan trusted thankyou ,positive
14629,barangnya bagus ori keren recomded branded original store,positive
14630,pesanan sesuai dan bagus,positive
14631,minta biru dikasih kuning,negative
14632,respon cepat barang sesuai deskripsi recommended seller ,positive
14633,makasih barang da ditrima anaku suka,positive
14634,kecepatan pengiriman sangat baik,positive
14635,barang mendarat dengan sempurna,positive
14636,terimakasih barang sudah sampai sukses teruss,positive
14637,mantap sekali gan packing cantik seperti pengirimnya wkwkwk,positive
14638,bagus banget pengemasannya warnanya sesuai keinginan saya bungkusnya memang agak berkerut tapi jam di dalamnya tetap bagus udah disesuaikan waktunya ,positive
14639,lumayan buat anak terima kasih banyak,negative
14640,bagusssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,positive
14641,mkasih barang nya udah sampai dengan selamat,positive
14642,jam tangannya keren trimakasih ,positive
14643,mantapppppppppppppppppppppppppppppppppppppppppppppppppp,positive
14644,barang sudah datang sista tankiu y,positive
14645,terima kasih jam tgn ny sdh sampai,positive
14646,akirnya sampe jg anak langsung pakai dan mainin thank you toko jam murmer ,positive
14647,alhamdulillah jamnya sudah sampai dan langsung dimainkan sama anak saya,positive
14648,baguuuusssssssssss ,positive
14649,thanks barang sudah keterima ,positive
14650,puas bangettttt paking di kasi buble rapi sumpah trus barang oke punya next aku order lagi ya happy sangat saya,positive
14651,ready gan seperti yang digambar,positive
14652,barang sudah sampai ya bosss makasihhhhhh,negative
14653,mantap jam tangannya murah lagi dibandingkan yang lain gan tolong wa nya gan saya mau order lagi yang warna hitamnya ,positive
14654,packingnyah sefty good job lah,positive
14655,thanks gan barang sampai next mohon pengiriman cepat di prose s ya ,positive
14656,thx gan brg dah sampe niii ,positive
14657,mantap tapi gak d kasih batre cadanganya,positive
14658,pacal aku syukaaaaa katanyaaaaa ,positive
14659,prosesnya kalau bisa di cepetin lagi gan ane ga sabaran soalnya hehe,positive
14660,barang sudah sampai terima kasih gan walaupun prosesnya lama ,positive
14661,mantap tap tap mantap banget recomended ,positive
14662,makasih gan sudah sampai persis ,positive
14663,udah diterima barang sesuai gmbr trims,positive
14664,barang sudah sampai bagus cpat sampai ok trimakasih,positive
14665,thanks barang dah sampai dalam kondisi oc ,positive
14666,thx gan next repeat order ,positive
14667,ds sukses terimakasih atas kerjasamanya ,positive
14668,makasih bos barang baru tadi sampai customer ,positive
14669,sudah diterima gan terimakasih tunggu orderan selanjutnya ,positive
14670,barang sdh diterima kemasannya rapih barangnya oke,positive
14671,jamnya bagussesuai gambar thank gan smga sukses ya ,positive
14672,terimakasih murmer dan toko pedia barang datang nya cepat barang sesuai gambar sukses terus murmer dan toko pedia,positive
14673,good product good packing recommended seller ,positive
14674,thanks ya barang aman oke original ,positive
14675,thx gan ,positive
14676,trimakasih barang dah sampai tapi maaf sejauh pengalaman ini respon nya lama,negative
14677,jam lasebo nya keren d sudah ane terima gan set digital analog hari tanggal alarm gmpang gan d harga bersaing sama lapak yg sebelah ane suka tunggu next order gan ,positive
14678,barang udah diterima sis makasih,positive
14679,paket dah sampe tadi siang packing rapi unit sesuai harga mantap,positive
14680,barang sudah diterima dg selamat bungkus jg bagus pelayanan cepat rekomended banget toko sis ini diperbanyak lagi barangnya sis jadi saya akan jadi pelangan tetap,positive
14681,barang dah mendarat dengan selamat gan hatur nuhun,positive
14682,terima kasih barangnya sudah say terima bagus ,negative
14683,ok trims sukses ,negative
14684,barang ok bngt sukses terussssssssssss,positive
14685,ok barangnya cuma pengirimannya kurang cepet ,positive
14686,paket udh sampai mbak sesuai pesanan saran untuk kedepanx mbak jamx tlog dipakai bantal mbak biar lebih aman mksih ,positive
14687,sesuai harapan jamnya bagus dan harganya juga oke banget semoga bisa jadi langganan ,positive
14688,tank s gan jam sudah mendarat lg dgn aman mantaaaappp,positive
14689,tank s gan paket dah sampe td siang sippppp,positive
14690,d ziner full black sudah diterima dengan baik sesuai pesanan,positive
14691,good seller good product,positive
14692,barang udah nyampek mantap gan thanx,positive
14693,thx gan barang nya sdh dterima ,positive
14694,waduhhh bro kurang teliti dalam qc tp utk harga segitu ok lah ada yg bopeng dibagian lingkaran jam dan pengaitnya ane kira stainles ternyata plastik thx yah overall saya puas bro ,negative
14695,jam nya beda dengan yg pernah sy beli dulu ditoko ini jg tidak ada logo merk nixon nya yg skrng ,negative
14696,barang sdh smp thx gan ,positive
14697,thanks gan barang udah sampe ,positive
14698,belum liat tapi laporan istri sih bagus katanya yaudah saya bilang bagus aja soalnya saya percaya istri saya saya sih gitu orang nya,positive
14699,packingan cmn buble lapis bahkan jamnya masih kelihatan dari luar lain kali tolong diperhatikan packingannya,negative
14700,mantap sesuai pesanan thx u mbak ,positive
14701,thx gan barang nya sdh sampai ,positive
14702,wokeehhh ,positive
14703,makasih banyak ,positive
14704,manteb penjualnya ramah makasih gan,positive
14705,thx gan canggih barang nya ,positive
14706,makasih barang udh sampai dengan selamat dan sudah dibantu ds ,positive
14707,mantaps harga kaki lima barang like prmium ,positive
14708,mantap gan barangnya kpn pesen lagi,positive
14709,kurang mulus jam nya agan bopak tp gpp tq,negative
14710,thank u brg sdh diterima sesuai pesanan ,positive
14711,sdh terima brg ,negative
14712,barang sudah sampai gan thank,positive
14713,thanks gan barang sudah datang ,positive
14714,barang sudah sampai gan thanks ya ,positive
14715,ok gan barang sudah keterima ya gan,positive
14716,trims gan sudah mendarat dengan selamat ,negative
14717,thx gan sudah di terima dan ternyata tidak mengecewakan ,positive
14718,thanks barang udah sampe recommeded seller ,positive
14719,terimakasih cepet banget ternyata heheheh,positive
14720,barang sudah sampai cuma ada goresan nyadikit sih di jamnya good job lah,positive
14721,bagus bro udh order yg kedua kali nih thanks,positive
14722,okeeeeeeeeeee bgt,positive
14723,barang udah di terima gan bagus sesuai harapan packing juga mantap sangking mantapnya sampe susah di buka ehehe sip lah,positive
14724,barang dah smpe makasih next order lagi ,positive
14725,barang udah sampe makasih gan mudahan awet dipakenya,negative
14726,mantabss gan lanjutkan ,positive
14727,siip brg dah smp kondisi ì ì oì²ì ì²ì² ì ì ì ì îºì²ì ì²ì² ì ì ì ì eì²ì ì²ì² ì ì bth hari untuk sampai over all thanks,positive
14728,barang sudah sampai gan thanks kualitas ga kalah saing dengan lapak lapak sebelah,positive
14729,harga bersaing sama lapak yg sebelah ane suka tunggu next order gan ,positive
14730,terima kasih barangnya sudah di terima,positive
14731,jamnya sudah sampai terima kasih ,negative
14732,recomended harga murah srbanding dengan kualitas,positive
14733,gan paket sudah sampai tmksh ,positive
14734,barangnya sudah diterima tq ,positive
14735,sudah sampai mas pcs sayang satunya digitnya ilang separo tapi gakpapa deh ,positive
14736,maksih gan barang sudah nympe ,positive
14737,mantap barangnya sip terima kasih,positive
14738,alhmdlh sdh diterima tks ,positive
14739,barang sesuai pesanan sudah diterima dengan baik anak saya suka terimakasih,positive
14740,barang udah diterima dengan baik ,positive
14741,barang sdh smpe gan td sore ma ksh ,positive
14742,dah terima barangnya packingnya rapi cuma lama dikit,negative
14743,kualitas barang mantab pengiriman oke,positive
14744,good agak terlambat kedatangannya but overall it s fine ,positive
14745,barang tiba dengan selamat ,positive
14746,thanks barang sudah diterima ya ,positive
14747,apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,negative
14748,goooodd ,positive
14749,oke makasih barang saya udah sampai,negative
14750,terimakasih sesuai pesanan ,positive
14751,good banget pokoknya puas sama boxnya hihihi,positive
14752,nuhun sudah sampai ditujuan ,positive
14753,barang udah sampe dengan selamat kualitas bagusss suks suks suka,positive
14754,alhamdulillah sudah sampai box jamnya terima kasih,positive
14755,dah mndarat barang ny gan tunggu next order ,positive
14756,kualitasnya baguusss cuma aga lama aja prosesnya makasihhhhh,positive
14757,barang sudah diterima gan sampai order berikutnya boz terima kasih ,positive
14758,produk sudah saya terima terimakasih ,positive
14759,puassssssssss bgtttt,positive
14760,parang mantap jangan ragu ama agan in i ,positive
14761,terima kasih gan barang udh d terima dgn baik ,positive
14762,barang diterima dengan konsisi baik tp kynya bukan ori,positive
14763,goooooooooooooooooooooooooodddddddddd ,positive
14764,mantap makasih gan semmogaa suksees,positive
14765,meski ada kendala pengiriman tapi penjual sangat informatif sehingga saya tetap merasa tenang barang sampai dgn kondisi dan kualitas bagus lembut tapi agak kotor dengan benang benang dan bulu bulu harus dibersihkan dgn roller perekat dulu namun terlihat tdk perlu sampai di laundry terima kasih ,positive
14766,barang bagus proses lama,negative
14767,makasih min walaupun sdkit kcwa tapi ngak apa tank s seler,negative
14768,matras nya sdh sampai anak pd suka tp msh byk sisa benang so far msh oke lah keseluruhan nya thank s seller ,positive
14769,lumayanlah untuk santai anak,positive
14770,lebih dikontrol pesanannya biar pengiriman lebih cepat terima kasih bnyak atas kerjasamnya ,positive
14771,barang sudah d terima customer saya makasih ,positive
14772,barangnya udh sya ambil sendiri ternyata barangnya bukan nyampe ke org lain atw ke tetangga barangnya ada di kantor pos koq harusnya penjual yg ngurusin kesalahan ini ke kurir jd pembeli ga repot,positive
14773,barang bagus sesuai gambar thanks tp kok harga nya jadi naek pdhl pengen beli lg buat ponakan ,positive
14774,barang ny udah sampe tapi kenapa ga sampe rumah harus jemput di kantor pos,positive
14775,barang sudah sampai barang sesuai dengan pesanan,positive
14776,barang sudah di terima sis bagus barangnya nice ,positive
14777,barang sudah sampai terimakasih sis ,negative
14778,makasih bnyak agan barang udah nyampe ,positive
14779,barang sesuai dg yang digambar bagus tapi pengiriman nya lamaaa banget,positive
14780,makasih barangnya bagus anak suka,positive
14781,trimssssssssssssssssssssssssssssssssssssssssss ds aman semoga cust puassssssssssssssssssssssssssssss,positive
14782,kualitas nya ok pengirimannya jg cepat recommended deh ,positive
14783,paket sudah diterima bagus anak sy suka top seller d,positive
14784,barang sudah sampai sis terimakasih,positive
14785,ok mba terimakasih barang sudah nyampe lebih cepat dari perkiraan ,positive
14786,pelayananx cepat banget rekomended pkkx ,positive
14787,udah diterima ses mantap trus capek deh hari tp bgs kasurnya trims ya,positive
14788,barang sudah sampai terimakasih tp packing krg rapih belakangnya jd kotor,negative
14789,matras sudah sampai terima kasih,positive
14790,maaf telat review a ,positive
14791,barang diterima dalam dengan baik dan memuaskan recomended order sudah ,positive
14792,barang sudah diterima tp pengiriman agak lambat dari perkiraan terima kasih banyak ,positive
14793,barang bagus sesuai gambar walaupun seller ga pernah bls chat tapi puas kok,positive
14794,barang bagusss agak lama nyampenya low responnn,negative
